ID,CATEGORY
382,skyscraper
383,pig
384,penguin
385,hat
386,hat
387,hat
388,hand
389,hand
390,hand
391,trombone
392,parrot
393,chair
394,bulldozer
395,skyscraper
396,laptop
397,bulldozer
398,hat
399,harp
400,harp
401,eyeglasses
402,bulldozer
403,keyboard
404,eyeglasses
405,skyscraper
406,violin
407,parrot
408,penguin
409,snowman
410,flashlight
411,pig
412,skyscraper
413,bulldozer
414,penguin
415,keyboard
416,spider
417,keyboard
418,spider
419,eyeglasses
420,penguin
421,laptop
422,pig
423,spider
424,bulldozer
425,harp
426,banana
427,foot
428,eyeglasses
429,violin
430,foot
431,skyscraper
432,trombone
433,skyscraper
434,harp
435,chair
436,flashlight
437,parrot
438,eyeglasses
439,chair
440,banana
441,keyboard
442,violin
443,trombone
444,spider
445,trombone
446,hat
447,hat
448,penguin
449,violin
450,laptop
451,bulldozer
452,harp
453,hand
454,pig
455,violin
456,foot
457,bulldozer
458,foot
459,banana
460,chair
461,banana
462,eyeglasses
463,keyboard
464,violin
465,nose
466,snowman
467,violin
468,spider
469,laptop
470,bulldozer
471,laptop
472,chair
473,banana
474,laptop
475,parrot
476,laptop
477,banana
478,violin
479,keyboard
480,harp
481,laptop
482,spider
483,eyeglasses
484,flashlight
485,spider
486,chair
487,snowman
488,violin
489,trombone
490,nose
491,trombone
492,keyboard
493,hat
494,harp
495,skyscraper
496,bulldozer
497,violin
498,trombone
499,hat
500,spider
501,flashlight
502,harp
503,keyboard
504,foot
505,trombone
506,laptop
507,flashlight
508,keyboard
509,skyscraper
510,skyscraper
511,eyeglasses
512,spider
513,parrot
514,penguin
515,banana
516,eyeglasses
517,trombone
518,harp
519,chair
520,pig
521,hand
522,eyeglasses
523,hat
524,flashlight
525,penguin
526,eyeglasses
527,bulldozer
528,hand
529,penguin
530,eyeglasses
531,eyeglasses
532,pig
533,keyboard
534,spider
535,chair
536,violin
537,keyboard
538,spider
539,hand
540,flashlight
541,spider
542,laptop
543,chair
544,nose
545,penguin
546,trombone
547,bulldozer
548,penguin
549,eyeglasses
550,parrot
551,banana
552,parrot
553,nose
554,bulldozer
555,parrot
556,bulldozer
557,hat
558,spider
559,nose
560,eyeglasses
561,parrot
562,laptop
563,chair
564,keyboard
565,snowman
566,skyscraper
567,pig
568,hand
569,snowman
570,trombone
571,spider
572,chair
573,penguin
574,harp
575,trombone
576,parrot
577,hand
578,harp
579,bulldozer
580,skyscraper
581,harp
582,nose
583,chair
584,eyeglasses
585,pig
586,violin
587,bulldozer
588,skyscraper
589,penguin
590,flashlight
591,hat
592,spider
593,bulldozer
594,laptop
595,spider
596,snowman
597,penguin
598,bulldozer
599,nose
600,hand
601,keyboard
602,penguin
603,skyscraper
604,chair
605,banana
606,chair
607,chair
608,hat
609,hand
610,keyboard
611,chair
612,foot
613,snowman
614,nose
615,chair
616,penguin
617,nose
618,parrot
619,flashlight
620,violin
621,skyscraper
622,eyeglasses
623,penguin
624,laptop
625,laptop
626,foot
627,snowman
628,trombone
629,flashlight
630,violin
631,harp
632,laptop
633,hat
634,hat
635,eyeglasses
636,flashlight
637,flashlight
638,bulldozer
639,banana
640,trombone
641,penguin
642,penguin
643,chair
644,parrot
645,flashlight
646,flashlight
647,hand
648,keyboard
649,penguin
650,nose
651,foot
652,trombone
653,spider
654,eyeglasses
655,banana
656,nose
657,eyeglasses
658,harp
659,pig
660,foot
661,spider
662,chair
663,pig
664,spider
665,laptop
666,penguin
667,trombone
668,penguin
669,laptop
670,flashlight
671,flashlight
672,trombone
673,hat
674,pig
675,trombone
676,snowman
677,hand
678,hand
679,pig
680,foot
681,flashlight
682,keyboard
683,harp
684,spider
685,hand
686,harp
687,chair
688,keyboard
689,keyboard
690,keyboard
691,hat
692,laptop
693,snowman
694,pig
695,penguin
696,parrot
697,keyboard
698,spider
699,chair
700,chair
701,foot
702,bulldozer
703,foot
704,parrot
705,trombone
706,bulldozer
707,pig
708,trombone
709,harp
710,hand
711,harp
712,hand
713,flashlight
714,eyeglasses
715,laptop
716,harp
717,spider
718,skyscraper
719,pig
720,keyboard
721,harp
722,hat
723,snowman
724,laptop
725,violin
726,laptop
727,skyscraper
728,eyeglasses
729,hand
730,spider
731,penguin
732,harp
733,hat
734,hat
735,snowman
736,skyscraper
737,spider
738,keyboard
739,trombone
740,hand
741,penguin
742,foot
743,eyeglasses
744,parrot
745,spider
746,eyeglasses
747,nose
748,spider
749,violin
750,bulldozer
751,spider
752,bulldozer
753,foot
754,nose
755,laptop
756,violin
757,spider
758,harp
759,snowman
760,spider
761,penguin
762,penguin
763,trombone
764,banana
765,chair
766,parrot
767,pig
768,nose
769,eyeglasses
770,bulldozer
771,foot
772,snowman
773,snowman
774,flashlight
775,hat
776,violin
777,bulldozer
778,foot
779,harp
780,chair
781,laptop
782,parrot
783,hat
784,harp
785,hat
786,flashlight
787,penguin
788,foot
789,pig
790,bulldozer
791,foot
792,violin
793,eyeglasses
794,banana
795,pig
796,bulldozer
797,pig
798,parrot
799,hat
800,parrot
801,spider
802,harp
803,foot
804,flashlight
805,laptop
806,laptop
807,skyscraper
808,hat
809,spider
810,chair
811,nose
812,pig
813,pig
814,parrot
815,harp
816,penguin
817,nose
818,banana
819,nose
820,banana
821,laptop
822,parrot
823,bulldozer
824,penguin
825,bulldozer
826,eyeglasses
827,penguin
828,laptop
829,snowman
830,laptop
831,skyscraper
832,snowman
833,chair
834,bulldozer
835,trombone
836,flashlight
837,skyscraper
838,pig
839,bulldozer
840,snowman
841,harp
842,pig
843,foot
844,spider
845,eyeglasses
846,harp
847,hand
848,harp
849,nose
850,banana
851,eyeglasses
852,foot
853,nose
854,flashlight
855,penguin
856,harp
857,flashlight
858,foot
859,hand
860,snowman
861,parrot
862,violin
863,foot
864,pig
865,hat
866,hand
867,hand
868,pig
869,violin
870,hand
871,flashlight
872,parrot
873,harp
874,laptop
875,foot
876,nose
877,hat
878,hand
879,bulldozer
880,eyeglasses
881,skyscraper
882,keyboard
883,chair
884,violin
885,spider
886,penguin
887,keyboard
888,chair
889,skyscraper
890,hat
891,eyeglasses
892,harp
893,hand
894,laptop
895,foot
896,trombone
897,pig
898,penguin
899,banana
900,parrot
901,spider
902,penguin
903,parrot
904,nose
905,foot
906,keyboard
907,foot
908,penguin
909,banana
910,skyscraper
911,foot
912,violin
913,nose
914,flashlight
915,spider
916,pig
917,flashlight
918,skyscraper
919,snowman
920,snowman
921,nose
922,trombone
923,chair
924,violin
925,laptop
926,eyeglasses
927,eyeglasses
928,banana
929,flashlight
930,snowman
931,parrot
932,violin
933,hand
934,spider
935,chair
936,skyscraper
937,bulldozer
938,keyboard
939,chair
940,laptop
941,violin
942,violin
943,pig
944,snowman
945,hat
946,laptop
947,laptop
948,skyscraper
949,snowman
950,violin
951,chair
952,hat
953,trombone
954,keyboard
955,snowman
956,violin
957,trombone
958,trombone
959,keyboard
960,violin
961,spider
962,harp
963,pig
964,snowman
965,chair
966,pig
967,hat
968,harp
969,parrot
970,laptop
971,snowman
972,parrot
973,hand
974,laptop
975,spider
976,hand
977,laptop
978,penguin
979,hand
980,bulldozer
981,trombone
982,snowman
983,harp
984,harp
985,bulldozer
986,skyscraper
987,penguin
988,harp
989,penguin
990,penguin
991,parrot
992,laptop
993,skyscraper
994,hat
995,bulldozer
996,trombone
997,harp
998,harp
999,penguin
1000,hand
1001,bulldozer
1002,harp
1003,nose
1004,penguin
1005,nose
1006,eyeglasses
1007,chair
1008,laptop
1009,chair
1010,harp
1011,spider
1012,flashlight
1013,pig
1014,pig
1015,harp
1016,harp
1017,violin
1018,foot
1019,banana
1020,spider
1021,laptop
1022,parrot
1023,eyeglasses
1024,trombone
1025,parrot
1026,spider
1027,chair
1028,snowman
1029,violin
1030,hand
1031,laptop
1032,trombone
1033,banana
1034,eyeglasses
1035,violin
1036,nose
1037,parrot
1038,hand
1039,snowman
1040,foot
1041,eyeglasses
1042,trombone
1043,skyscraper
1044,skyscraper
1045,hand
1046,chair
1047,pig
1048,flashlight
1049,penguin
1050,bulldozer
1051,chair
1052,penguin
1053,hat
1054,nose
1055,pig
1056,skyscraper
1057,parrot
1058,chair
1059,eyeglasses
1060,trombone
1061,nose
1062,hat
1063,keyboard
1064,skyscraper
1065,bulldozer
1066,pig
1067,parrot
1068,bulldozer
1069,spider
1070,violin
1071,chair
1072,snowman
1073,penguin
1074,violin
1075,parrot
1076,bulldozer
1077,bulldozer
1078,banana
1079,bulldozer
1080,hat
1081,hat
1082,flashlight
1083,chair
1084,spider
1085,trombone
1086,nose
1087,skyscraper
1088,penguin
1089,keyboard
1090,penguin
1091,hat
1092,hat
1093,banana
1094,harp
1095,snowman
1096,spider
1097,hand
1098,penguin
1099,parrot
1100,spider
1101,pig
1102,parrot
1103,harp
1104,spider
1105,flashlight
1106,eyeglasses
1107,violin
1108,foot
1109,trombone
1110,harp
1111,snowman
1112,foot
1113,skyscraper
1114,snowman
1115,laptop
1116,flashlight
1117,chair
1118,flashlight
1119,snowman
1120,spider
1121,skyscraper
1122,foot
1123,skyscraper
1124,eyeglasses
1125,flashlight
1126,snowman
1127,chair
1128,keyboard
1129,foot
1130,harp
1131,banana
1132,keyboard
1133,chair
1134,laptop
1135,laptop
1136,eyeglasses
1137,spider
1138,flashlight
1139,penguin
1140,spider
1141,bulldozer
1142,banana
1143,parrot
1144,skyscraper
1145,flashlight
1146,keyboard
1147,bulldozer
1148,eyeglasses
1149,penguin
1150,spider
1151,harp
1152,spider
1153,banana
1154,hand
1155,chair
1156,snowman
1157,laptop
1158,hand
1159,eyeglasses
1160,eyeglasses
1161,flashlight
1162,flashlight
1163,banana
1164,parrot
1165,foot
1166,keyboard
1167,trombone
1168,eyeglasses
1169,trombone
1170,harp
1171,snowman
1172,pig
1173,penguin
1174,harp
1175,eyeglasses
1176,spider
1177,hat
1178,pig
1179,hat
1180,keyboard
1181,nose
1182,snowman
1183,eyeglasses
1184,penguin
1185,foot
1186,spider
1187,pig
1188,skyscraper
1189,laptop
1190,penguin
1191,pig
1192,penguin
1193,laptop
1194,bulldozer
1195,bulldozer
1196,pig
1197,penguin
1198,parrot
1199,snowman
1200,parrot
1201,foot
1202,foot
1203,snowman
1204,banana
1205,harp
1206,trombone
1207,violin
1208,flashlight
1209,eyeglasses
1210,spider
1211,bulldozer
1212,harp
1213,bulldozer
1214,penguin
1215,banana
1216,violin
1217,hat
1218,chair
1219,spider
1220,foot
1221,harp
1222,hand
1223,keyboard
1224,laptop
1225,snowman
1226,snowman
1227,flashlight
1228,penguin
1229,eyeglasses
1230,banana
1231,hat
1232,nose
1233,hat
1234,violin
1235,snowman
1236,spider
1237,chair
1238,laptop
1239,parrot
1240,laptop
1241,bulldozer
1242,violin
1243,bulldozer
1244,laptop
1245,hat
1246,hat
1247,hand
1248,bulldozer
1249,pig
1250,nose
1251,hat
1252,trombone
1253,snowman
1254,snowman
1255,flashlight
1256,violin
1257,eyeglasses
1258,keyboard
1259,skyscraper
1260,trombone
1261,flashlight
1262,eyeglasses
1263,violin
1264,harp
1265,trombone
1266,spider
1267,banana
1268,hand
1269,keyboard
1270,spider
1271,harp
1272,parrot
1273,hat
1274,penguin
1275,nose
1276,flashlight
1277,banana
1278,flashlight
1279,parrot
1280,laptop
1281,keyboard
1282,violin
1283,skyscraper
1284,chair
1285,eyeglasses
1286,banana
1287,parrot
1288,harp
1289,bulldozer
1290,bulldozer
1291,penguin
1292,trombone
1293,laptop
1294,laptop
1295,hand
1296,hand
1297,snowman
1298,foot
1299,pig
1300,hand
1301,harp
1302,flashlight
1303,penguin
1304,eyeglasses
1305,harp
1306,penguin
1307,foot
1308,banana
1309,skyscraper
1310,laptop
1311,foot
1312,harp
1313,flashlight
1314,penguin
1315,laptop
1316,parrot
1317,hat
1318,eyeglasses
1319,eyeglasses
1320,hand
1321,penguin
1322,bulldozer
1323,eyeglasses
1324,laptop
1325,laptop
1326,chair
1327,trombone
1328,skyscraper
1329,parrot
1330,foot
1331,bulldozer
1332,eyeglasses
1333,eyeglasses
1334,trombone
1335,penguin
1336,keyboard
1337,chair
1338,harp
1339,parrot
1340,pig
1341,chair
1342,violin
1343,trombone
1344,snowman
1345,flashlight
1346,parrot
1347,nose
1348,trombone
1349,banana
1350,skyscraper
1351,foot
1352,violin
1353,trombone
1354,chair
1355,bulldozer
1356,hand
1357,bulldozer
1358,chair
1359,eyeglasses
1360,harp
1361,laptop
1362,harp
1363,skyscraper
1364,bulldozer
1365,laptop
1366,bulldozer
1367,nose
1368,violin
1369,parrot
1370,bulldozer
1371,keyboard
1372,snowman
1373,hand
1374,hat
1375,trombone
1376,banana
1377,snowman
1378,chair
1379,spider
1380,bulldozer
1381,laptop
1382,spider
1383,spider
1384,skyscraper
1385,keyboard
1386,bulldozer
1387,banana
1388,hat
1389,bulldozer
1390,harp
1391,hat
1392,flashlight
1393,spider
1394,spider
1395,flashlight
1396,laptop
1397,parrot
1398,bulldozer
1399,harp
1400,snowman
1401,violin
1402,pig
1403,harp
1404,flashlight
1405,trombone
1406,skyscraper
1407,flashlight
1408,hat
1409,keyboard
1410,parrot
1411,keyboard
1412,flashlight
1413,keyboard
1414,skyscraper
1415,hat
1416,spider
1417,foot
1418,keyboard
1419,foot
1420,trombone
1421,penguin
1422,parrot
1423,pig
1424,foot
1425,banana
1426,skyscraper
1427,flashlight
1428,harp
1429,pig
1430,violin
1431,flashlight
1432,trombone
1433,harp
1434,pig
1435,parrot
1436,pig
1437,chair
1438,snowman
1439,spider
1440,banana
1441,harp
1442,skyscraper
1443,penguin
1444,snowman
1445,laptop
1446,eyeglasses
1447,eyeglasses
1448,penguin
1449,keyboard
1450,spider
1451,hat
1452,chair
1453,nose
1454,hat
1455,penguin
1456,penguin
1457,pig
1458,foot
1459,snowman
1460,trombone
1461,snowman
1462,flashlight
1463,foot
1464,banana
1465,pig
1466,snowman
1467,spider
1468,violin
1469,pig
1470,hand
1471,keyboard
1472,keyboard
1473,hand
1474,violin
1475,chair
1476,skyscraper
1477,nose
1478,trombone
1479,spider
1480,snowman
1481,harp
1482,parrot
1483,parrot
1484,snowman
1485,flashlight
1486,hand
1487,laptop
1488,chair
1489,skyscraper
1490,skyscraper
1491,violin
1492,eyeglasses
1493,spider
1494,parrot
1495,hand
1496,flashlight
1497,parrot
1498,penguin
1499,laptop
1500,skyscraper
1501,spider
1502,keyboard
1503,pig
1504,pig
1505,keyboard
1506,banana
1507,hand
1508,violin
1509,pig
1510,foot
1511,nose
1512,trombone
1513,parrot
1514,skyscraper
1515,flashlight
1516,laptop
1517,parrot
1518,penguin
1519,trombone
1520,flashlight
1521,laptop
1522,pig
1523,trombone
1524,keyboard
1525,hat
1526,foot
1527,parrot
1528,spider
1529,nose
1530,flashlight
1531,trombone
1532,keyboard
1533,spider
1534,foot
1535,trombone
1536,banana
1537,eyeglasses
1538,laptop
1539,snowman
1540,nose
1541,penguin
1542,penguin
1543,chair
1544,foot
1545,banana
1546,pig
1547,harp
1548,hand
1549,eyeglasses
1550,chair
1551,bulldozer
1552,trombone
1553,laptop
1554,bulldozer
1555,chair
1556,snowman
1557,chair
1558,keyboard
1559,banana
1560,spider
1561,laptop
1562,banana
1563,pig
1564,hat
1565,laptop
1566,snowman
1567,skyscraper
1568,pig
1569,banana
1570,penguin
1571,flashlight
1572,spider
1573,nose
1574,spider
1575,harp
1576,hat
1577,penguin
1578,skyscraper
1579,keyboard
1580,flashlight
1581,hand
1582,parrot
1583,penguin
1584,eyeglasses
1585,foot
1586,skyscraper
1587,penguin
1588,skyscraper
1589,hat
1590,snowman
1591,trombone
1592,skyscraper
1593,skyscraper
1594,banana
1595,hand
1596,harp
1597,skyscraper
1598,banana
1599,eyeglasses
1600,banana
1601,laptop
1602,skyscraper
1603,spider
1604,chair
1605,flashlight
1606,parrot
1607,spider
1608,harp
1609,violin
1610,bulldozer
1611,harp
1612,chair
1613,pig
1614,spider
1615,penguin
1616,flashlight
1617,pig
1618,nose
1619,pig
1620,penguin
1621,violin
1622,spider
1623,hat
1624,parrot
1625,trombone
1626,skyscraper
1627,banana
1628,eyeglasses
1629,skyscraper
1630,hat
1631,harp
1632,foot
1633,hand
1634,penguin
1635,penguin
1636,keyboard
1637,hand
1638,trombone
1639,banana
1640,foot
1641,hat
1642,bulldozer
1643,snowman
1644,pig
1645,spider
1646,banana
1647,harp
1648,flashlight
1649,laptop
1650,parrot
1651,parrot
1652,hat
1653,foot
1654,nose
1655,penguin
1656,pig
1657,penguin
1658,eyeglasses
1659,eyeglasses
1660,hand
1661,trombone
1662,spider
1663,pig
1664,keyboard
1665,hand
1666,bulldozer
1667,snowman
1668,chair
1669,pig
1670,skyscraper
1671,bulldozer
1672,penguin
1673,keyboard
1674,keyboard
1675,foot
1676,trombone
1677,snowman
1678,violin
1679,violin
1680,eyeglasses
1681,spider
1682,foot
1683,eyeglasses
1684,pig
1685,snowman
1686,pig
1687,violin
1688,trombone
1689,laptop
1690,eyeglasses
1691,snowman
1692,nose
1693,violin
1694,chair
1695,hat
1696,parrot
1697,spider
1698,nose
1699,skyscraper
1700,penguin
1701,trombone
1702,parrot
1703,penguin
1704,snowman
1705,hand
1706,hand
1707,penguin
1708,laptop
1709,banana
1710,nose
1711,banana
1712,skyscraper
1713,penguin
1714,foot
1715,keyboard
1716,skyscraper
1717,chair
1718,foot
1719,eyeglasses
1720,harp
1721,skyscraper
1722,snowman
1723,pig
1724,harp
1725,pig
1726,snowman
1727,harp
1728,skyscraper
1729,keyboard
1730,harp
1731,trombone
1732,nose
1733,chair
1734,nose
1735,spider
1736,nose
1737,hat
1738,hat
1739,chair
1740,laptop
1741,nose
1742,snowman
1743,penguin
1744,harp
1745,hand
1746,keyboard
1747,eyeglasses
1748,chair
1749,pig
1750,hand
1751,foot
1752,violin
1753,penguin
1754,hand
1755,flashlight
1756,violin
1757,violin
1758,pig
1759,banana
1760,pig
1761,laptop
1762,spider
1763,harp
1764,penguin
1765,keyboard
1766,parrot
1767,snowman
1768,harp
1769,bulldozer
1770,chair
1771,hat
1772,flashlight
1773,eyeglasses
1774,keyboard
1775,keyboard
1776,penguin
1777,chair
1778,penguin
1779,penguin
1780,pig
1781,skyscraper
1782,harp
1783,nose
1784,foot
1785,skyscraper
1786,spider
1787,laptop
1788,violin
1789,skyscraper
1790,nose
1791,hat
1792,hand
1793,trombone
1794,hand
1795,violin
1796,snowman
1797,banana
1798,flashlight
1799,violin
1800,nose
1801,eyeglasses
1802,laptop
1803,parrot
1804,nose
1805,foot
1806,harp
1807,parrot
1808,foot
1809,skyscraper
1810,hand
1811,violin
1812,harp
1813,eyeglasses
1814,parrot
1815,bulldozer
1816,trombone
1817,nose
1818,bulldozer
1819,keyboard
1820,pig
1821,chair
1822,nose
1823,penguin
1824,flashlight
1825,violin
1826,hand
1827,bulldozer
1828,trombone
1829,snowman
1830,spider
1831,skyscraper
1832,skyscraper
1833,keyboard
1834,spider
1835,snowman
1836,laptop
1837,bulldozer
1838,spider
1839,skyscraper
1840,eyeglasses
1841,hand
1842,banana
1843,nose
1844,harp
1845,snowman
1846,chair
1847,harp
1848,hand
1849,hat
1850,nose
1851,violin
1852,snowman
1853,chair
1854,eyeglasses
1855,chair
1856,trombone
1857,hat
1858,laptop
1859,harp
1860,foot
1861,flashlight
1862,violin
1863,violin
1864,pig
1865,violin
1866,hand
1867,flashlight
1868,snowman
1869,laptop
1870,harp
1871,violin
1872,spider
1873,pig
1874,laptop
1875,bulldozer
1876,foot
1877,bulldozer
1878,spider
1879,harp
1880,snowman
1881,banana
1882,violin
1883,keyboard
1884,spider
1885,foot
1886,penguin
1887,spider
1888,pig
1889,nose
1890,laptop
1891,pig
1892,flashlight
1893,hat
1894,flashlight
1895,spider
1896,pig
1897,harp
1898,foot
1899,hand
1900,pig
1901,violin
1902,chair
1903,chair
1904,hand
1905,parrot
1906,flashlight
1907,flashlight
1908,keyboard
1909,violin
1910,chair
1911,spider
1912,nose
1913,banana
1914,violin
1915,hat
1916,trombone
1917,hand
1918,pig
1919,hand
1920,parrot
1921,pig
1922,banana
1923,foot
1924,nose
1925,hat
1926,penguin
1927,chair
1928,penguin
1929,banana
1930,bulldozer
1931,laptop
1932,penguin
1933,nose
1934,laptop
1935,flashlight
1936,laptop
1937,hand
1938,trombone
1939,snowman
1940,spider
1941,eyeglasses
1942,flashlight
1943,snowman
1944,chair
1945,banana
1946,chair
1947,violin
1948,hat
1949,penguin
1950,skyscraper
1951,hat
1952,parrot
1953,skyscraper
1954,hat
1955,harp
1956,snowman
1957,chair
1958,chair
1959,spider
1960,snowman
1961,keyboard
1962,hand
1963,bulldozer
1964,violin
1965,parrot
1966,nose
1967,penguin
1968,pig
1969,hand
1970,banana
1971,harp
1972,eyeglasses
1973,laptop
1974,bulldozer
1975,eyeglasses
1976,bulldozer
1977,chair
1978,nose
1979,banana
1980,chair
1981,eyeglasses
1982,violin
1983,laptop
1984,hat
1985,penguin
1986,pig
1987,flashlight
1988,bulldozer
1989,harp
1990,snowman
1991,spider
1992,nose
1993,banana
1994,hat
1995,foot
1996,harp
1997,hand
1998,spider
1999,laptop
2000,keyboard
2001,hat
2002,parrot
2003,hand
2004,chair
2005,hat
2006,flashlight
2007,keyboard
2008,chair
2009,trombone
2010,flashlight
2011,keyboard
2012,skyscraper
2013,parrot
2014,skyscraper
2015,laptop
2016,laptop
2017,penguin
2018,keyboard
2019,foot
2020,pig
2021,bulldozer
2022,banana
2023,foot
2024,laptop
2025,pig
2026,snowman
2027,spider
2028,flashlight
2029,hand
2030,snowman
2031,keyboard
2032,keyboard
2033,penguin
2034,keyboard
2035,foot
2036,pig
2037,spider
2038,keyboard
2039,penguin
2040,foot
2041,spider
2042,snowman
2043,violin
2044,chair
2045,violin
2046,penguin
2047,banana
2048,harp
2049,bulldozer
2050,nose
2051,spider
2052,skyscraper
2053,snowman
2054,spider
2055,penguin
2056,skyscraper
2057,trombone
2058,parrot
2059,spider
2060,eyeglasses
2061,pig
2062,harp
2063,penguin
2064,foot
2065,laptop
2066,nose
2067,foot
2068,penguin
2069,laptop
2070,violin
2071,keyboard
2072,hand
2073,banana
2074,banana
2075,chair
2076,harp
2077,bulldozer
2078,bulldozer
2079,pig
2080,flashlight
2081,hat
2082,penguin
2083,bulldozer
2084,hand
2085,skyscraper
2086,foot
2087,laptop
2088,chair
2089,trombone
2090,violin
2091,flashlight
2092,hat
2093,penguin
2094,eyeglasses
2095,violin
2096,laptop
2097,penguin
2098,laptop
2099,chair
2100,skyscraper
2101,flashlight
2102,snowman
2103,hand
2104,violin
2105,spider
2106,eyeglasses
2107,penguin
2108,trombone
2109,keyboard
2110,harp
2111,harp
2112,parrot
2113,pig
2114,keyboard
2115,flashlight
2116,penguin
2117,laptop
2118,eyeglasses
2119,trombone
2120,foot
2121,laptop
2122,hat
2123,skyscraper
2124,spider
2125,trombone
2126,keyboard
2127,pig
2128,snowman
2129,snowman
2130,parrot
2131,laptop
2132,snowman
2133,hand
2134,eyeglasses
2135,foot
2136,nose
2137,foot
2138,foot
2139,spider
2140,eyeglasses
2141,violin
2142,penguin
2143,bulldozer
2144,hand
2145,spider
2146,nose
2147,banana
2148,penguin
2149,banana
2150,harp
2151,flashlight
2152,keyboard
